serial,term,reading,meaning,pos,source_scope,source_type,notes
227,握る,にぎる,[他动·五段] 〈围棋〉抓棋子；掌握；抓住；握；攥；抓；攥饭团,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
228,枝,えだ,[名] 树枝；分支,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
228,たった,たった,[副词] 只，仅,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
228,握る,にぎる,[他动·五段] 〈围棋〉抓棋子；掌握；抓住；握；攥；抓；攥饭团,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
229,悦,えつ,[名] 喜悦，得意,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
229,縦,たて,[名] 纵，竖；长，宽,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
229,賑やか,にぎやか,[形动] 热闹，熙熙攘攘，繁华，繁盛；极其开朗，热闹,形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
230,エネルギー,えねるぎー,[名] 能量；精力，气力,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
230,建物,たてもの,[名] 房屋，建筑物,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
230,苦手,にがて,[名·形动] 难对付（的人），不好对付（的人）；棘手的事〔人〕；不善于，不擅 长，最怕,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
231,蝦,えび,[名] 虾,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
231,立者,たてもの,[名] 剧团的人气演员，主角；重要(中心)人物,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
231,逃がす,にがす,[他动·五段] 放，放掉，放跑；没有抓住，放跑掉；错过，丢掉（机会）,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
232,絵本,えほん,[名] 小人儿书，连环画，（儿童看的）图画书；绣像通俗小说,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
232,たとえ,たとえ,"[副词] 纵使，即使，后面常与""とも"",""ても""连用",副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
232,苦い,にがい,[形] （味道）苦的，苦味的；痛苦的，难受的；不愉快，不高兴,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
233,偉い,えらい,[形] 伟大，卓越，了不起；高，高贵；严重，厉害，不得了；吃力，累人，劳累,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
233,例えば,たとえば,[副词] 譬如，比如，例如，假设；譬如，比如，例如，假设,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
233,匂い,におい,[名] 味儿，气味儿；香味儿，香气，芳香；气息；色彩；风格，情趣,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
234,選ぶ,えらぶ,[他动·五段] 选择，挑选；选举；撰著,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
234,棚,たな,[名] 搁板，架子；棚，架,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
234,成る,なる,[自动·五段] 做好；完成；组成；变成；到了某个阶段,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
235,得る,える,[他动·一段] 得，得到，取得；获得；博得；赢得；理解，领悟；只好，只得，不 得不……，不能不……；能，可以,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
235,谷,たに,[名] 谷，山谷；山沟；〈理·气〉波谷；槽形低〔气〕压，低压槽；天沟，水槽两 个屋顶形成的水流交汇的地方,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
235,何とか,なんとか,[副词] 想办法，设法；勉强；好歹；总算,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
236,エレベーター,えれべーたー,[名] 电梯，升降机。,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
236,他人,たにん,[名] 别人；(没有血亲关系的)外人；局外者,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
236,何となく,なんとなく,[副词] （不知为什么）总觉得，不由得，无意中，无意中，不为何,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
237,円,えん,[名] 圆（形），轮形的。；（数学中）圆，圆周。；圆滑，圆润，圆满。；日元， 日本的货币单位。,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
237,種,たね,[名] 种，品种；根源，起因，原因；秘密，诀窍，秘诀；食材；题材；话题,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
237,滑らか,なめらか,"[形动] 光滑，滑溜，平滑，滑润；［说话］流利,流畅；［文章等］通畅，顺溜",形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
238,エンジン,えんじん,[名] engine发动机，引擎,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
238,種まき,たねまき,[名·サ变] 播种,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
238,並ぶ,ならぶ,[自动·五段] 排；排成（行列），列队；比得上，伦比，匹敌,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
239,鉛筆,えんぴつ,[名] 铅笔,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
239,楽しい,たのしい,[形] 快乐的，愉快的，高兴的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
239,ナンバー,なんばー,"[名] 数,数字,号码.；牌照,号码牌.；期,号.；曲目.数字;号码(略称为No.);刊号;曲 号；(英) number",名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
240,遠慮,えんりょ,[名·他动·サ变] 远虑，深谋远虑；客气；回避；谦辞；谢绝；毫不客气地,名·他动·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
240,楽しみ,たのしみ,[名·形动] 乐，愉快，乐趣；消遣，安慰，兴趣；希望，期望；期待，期盼,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
240,縄,なわ,[名] 绳，绳索；被捕；落网,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
241,美味しい,おいしい,[形] 好吃；好喝，可口，味道鲜美，味美；清新,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
241,楽しむ,たのしむ,[他动·五段] 乐，快乐；享受，欣赏；喜欢；以……为消遣，使快活；期待，以愉 快的心情盼望,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
241,慣れる,なれる,[自动·一段] 习惯，习以为常；熟练；惯，合；味道恰到好处；亲近,自动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
242,負う,おう,[他动·五段] 符合；背，负；担负，负担；遭受，蒙受；（以「…に負う」的形 式）多亏，有赖于，借助，借重,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
242,頼む,たのむ,[他动·五段] 请求，恳求，嘱托恳请别人能按自己所希望的那样去做；委托，托付 托付别人为自己做某事；依靠，依仗，指望；请，雇,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
242,涙,なみだ,[名·サ变] 泪，眼泪；同情；（寿司相关用语）指代芥末,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
243,追う,おう,[动·五段] 追赶，追逐；追求；寻求；驱逐；赶开；赶走；撵走；轰走；赶驱；赶 迫；使其前进；循序随着（时间）按照（顺序）逐……；（以「…におわれる」的 形式）催逼忙于忙迫,动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
243,束,たば,[名] 把，捆，束；群起而攻之；大家打一个人,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
243,悩む,なやむ,[自动·五段] 烦恼；苦恼；感到痛苦,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
244,応援,おうえん,[名·サ变] 声援，从旁助威,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
244,煙草,たばこ,[名] 烟草，烟,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
244,習う,ならう,[他动·五段] 学习，练习,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
245,往復,おうふく,[名·サ变] 往返，往复，来回；（语言、书信等）来往，往返,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
245,旅,たび,[名·サ变] 旅行；惯用语,名·サ变,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
245,並木,なみき,[名] 街道树，成排的树,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
246,大雨,おおあめ,[名] 大雨，豪雨,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
246,度,たび,[名] 次数；次，回，度,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
246,成る程,なるほど,[副词] 原来如此,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
247,多い,おおい,[形] 多的数目或者分量大数量、次数等相对较大、较多,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
247,たぶん,たぶん,[副词] 大概，或许[后接推量形]；大量，多；以“ご多分にもれず（毫不例 外）”的形式表示也和世上多数例子一样,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
247,なるべく,なるべく,[副词] 尽可能,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
248,大いに,おおいに,[副词] 很，甚，颇，非常；从形容动词「大いなり」的连用形而来的,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
248,食べ物,たべもの,[名] 食物，吃食，吃的东西,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
248,縄跳び,なわとび,[名] 跳绳,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
249,大きい,おおきい,[形] 大，巨大；多；数量大，高；傲慢，不谦虚；有气度，大量；夸大；年老,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
249,食べる,たべる,[他动·一段] 吃；生活,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
249,並べる,ならべる,[他动·一段] 排列；并排，横排；摆，陈列；摆，列举，罗列，一个接一个提出； 比较；〔围棋〕摆〔子〕,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
250,大きな,おおきな,[连体词] 大，巨大重大，伟大，深刻,连体词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
250,玉,たま,"[名] （凹凸）镜片，透镜；球；珠；泡；（圆形）硬币）（硬貨）；一团；妓女 （芸者）；美女；家伙，小子；犯人,嫌疑犯；鸡蛋；睾丸",名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
250,鳴る,なる,[自动·五段] （非生物）鸣，响；著名，驰名，闻名,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
251,多く,おおく,[名·副词] 多，多数，许多；多半，大都,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
251,卵,たまご,[名] 动物卵的总称；鸡蛋；未成熟者尚未成形,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
251,何と,なんと,[副词·感动] （用于请求同意、试探反应等场合）那么，那；什么，怎样，如何； 多么，何等；（反问）为什么,副词·感动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
252,大勢,おおぜい,[名·副词] 大批（的人），众多（的人），一群人,名·副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
252,騙す,だます,[他动·五段] 哄。；骗；诓骗；欺骗；蒙骗。,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
252,波,なみ,[名] 波，波浪，波涛；振动，波动,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
253,大通り,おおどおり,[名] 大道，大路，大街，（大）马路；主要街道；（个别地方）商业街，购物街,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
253,偶に,たまに,[副词] 有时，偶尔,副词,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
253,名前,なまえ,[名] 名，名字；名字；姓名,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
254,お兄さん,おにいさん,[名] 哥哥，令兄，您哥哥礼貌地称呼兄长的用语，亦用于指称对方的兄长；老兄， 大哥对年轻男子亲切的称呼,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
254,貯まる,たまる,[自动·五段] 积存，积攒,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
254,生,なま,[名·形动] 生；鲜；湿；自然，直接；现场现场直播在当场直接欣赏或唱歌；狂 妄；“生啤酒”之略；技术等不熟练,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
255,します,おさきにしつれい,お先に失礼します [惯用] 我先走了，我先告辭了。,,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
255,黙る,だまる,[自动·五段] 不说话，不作声，沉默；缄默；不理；不问不管,自动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
255,怠ける,なまける,[自他动·一段] 懒惰，怠惰,自他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
256,お土産,おみやげ,[名] 特产，土特产，礼物,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
256,為,ため,[名] 为…利益；为，为了；由于，结果,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
256,鍋,なべ,[名] 锅；火锅,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
257,お嬢さん,おじょうさん,"[名] 令爱,（您的）女儿；千金；小姐，姑娘；女青年；娇生惯养的小姐",名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
257,試す,ためす,[他动·五段] 试，试验，尝试；考验,他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
257,何,なに,[名] 哪里，没什么；什么，何；哪个；那，那个；那物；什么；任何；什么；什 么；你说什么；什么，何；哪个,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
258,お爺さん,おじいさん,[名] 爷爷，祖父,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
258,貯める,ためる,[他动·一段] 积累，储蓄,他动·一段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
258,何,なん,[代名] 何，什么；多少；几；若干,代名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
259,お母さん,おかあさん,[名] 妈妈，母亲,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
259,便り,たより,[名] 消息，音讯,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
259,斜め,ななめ,[名·形动] 不平常；倾斜；日过正午；非常，十分,名·形动,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
260,御陰,おかげ,[名] （神佛的）保佑，庇护；帮助，恩惠；托……的福，沾……的光，幸亏……， 归功于……；由于……缘故；亏得，怪，多亏,名,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1~1000.pdf
260,頼る,たよる,[自他动·五段] 依赖，仰仗依靠；拜托，投靠，找门路到可以依靠借助的人那里去,自他动·五段,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 1001~2000.pdf
260,懐かしい,なつかしい,[形] 让人怀念，眷恋的,形,gaokao,moji_pdf,来源：MOJi辞書 - 高考大纲词汇 2001~2289.pdf
